Project name:,UVEX Dichroic Coating,,,,,UVEX Dichroic Coating,,,,
Coating design:,135 180nm-FR30-S1 UVEX Dichroic Coating/FS substrate(10mm)/Air,,,,,135 180nm-FR30-S1 UVEX Dichroic Coating/FS substrate(10mm)/Air,,,,
AOI:,20° 25° 30° 35° 40°,,,,,20° 25° 30° 35° 40°,,,,
,,,,,,,,,,
wl(nm),%R,,,,,%T,,,,
,20°,25°,30°,35°,40°,20°,25°,30°,35°,40°
757,6.92,6.94,6.90,6.85,6.91,92.98,92.96,92.99,93.04,92.98
758,6.92,6.93,6.89,6.83,6.89,92.98,92.97,93.01,93.06,93.00
759,6.92,6.92,6.87,6.81,6.88,92.98,92.97,93.02,93.08,93.01
760,6.92,6.91,6.86,6.80,6.86,92.98,92.98,93.04,93.09,93.03
761,6.91,6.90,6.84,6.78,6.84,92.98,92.99,93.05,93.11,93.04
762,6.91,6.89,6.83,6.76,6.83,92.99,93.00,93.07,93.13,93.06
763,6.91,6.88,6.81,6.74,6.81,92.99,93.01,93.08,93.15,93.07
764,6.90,6.87,6.80,6.73,6.80,92.99,93.02,93.10,93.17,93.09
765,6.90,6.86,6.78,6.71,6.78,93.00,93.03,93.12,93.18,93.10
766,6.89,6.85,6.76,6.69,6.77,93.00,93.05,93.13,93.20,93.12
767,6.89,6.84,6.75,6.67,6.76,93.01,93.06,93.15,93.22,93.13
768,6.88,6.83,6.73,6.66,6.74,93.02,93.07,93.16,93.23,93.15
769,6.88,6.82,6.71,6.64,6.73,93.02,93.08,93.18,93.25,93.16
770,6.87,6.80,6.70,6.62,6.71,93.03,93.10,93.20,93.27,93.18
771,6.86,6.79,6.68,6.61,6.70,93.04,93.11,93.21,93.29,93.19
772,6.85,6.78,6.66,6.59,6.69,93.05,93.12,93.23,93.30,93.20
773,6.84,6.76,6.65,6.57,6.68,93.06,93.14,93.25,93.32,93.21
774,6.84,6.75,6.63,6.56,6.66,93.06,93.15,93.27,93.34,93.23
775,6.83,6.73,6.61,6.54,6.65,93.07,93.16,93.28,93.35,93.24
776,6.82,6.72,6.60,6.53,6.64,93.09,93.18,93.30,93.37,93.25
777,6.80,6.70,6.58,6.51,6.63,93.10,93.20,93.32,93.38,93.26
778,6.79,6.69,6.56,6.49,6.62,93.11,93.21,93.34,93.40,93.27
779,6.78,6.67,6.54,6.48,6.61,93.12,93.23,93.35,93.42,93.28
780,6.77,6.66,6.53,6.46,6.60,93.13,93.24,93.37,93.43,93.29
781,6.76,6.64,6.51,6.45,6.59,93.15,93.26,93.39,93.45,93.30
782,6.74,6.62,6.49,6.43,6.58,93.16,93.28,93.40,93.46,93.31
783,6.73,6.61,6.48,6.42,6.57,93.17,93.29,93.42,93.48,93.32
784,6.72,6.59,6.46,6.40,6.56,93.19,93.31,93.44,93.49,93.33
785,6.70,6.57,6.44,6.39,6.55,93.20,93.33,93.46,93.51,93.34
786,6.69,6.56,6.43,6.38,6.54,93.22,93.34,93.47,93.52,93.35
787,6.67,6.54,6.41,6.36,6.53,93.23,93.36,93.49,93.53,93.36
788,6.66,6.53,6.39,6.35,6.53,93.24,93.38,93.51,93.55,93.37
789,6.64,6.51,6.38,6.34,6.52,93.26,93.39,93.52,93.56,93.38
790,6.63,6.49,6.36,6.32,6.51,93.27,93.41,93.54,93.57,93.38
791,6.61,6.48,6.34,6.31,6.51,93.29,93.43,93.56,93.59,93.39
792,6.60,6.46,6.33,6.30,6.50,93.30,93.44,93.57,93.60,93.40
793,6.58,6.44,6.31,6.29,6.49,93.32,93.46,93.59,93.61,93.40
794,6.57,6.43,6.30,6.28,6.49,93.34,93.48,93.60,93.62,93.41
795,6.55,6.41,6.28,6.27,6.48,93.35,93.49,93.62,93.63,93.42
796,6.54,6.39,6.27,6.25,6.47,93.37,93.51,93.63,93.64,93.42
797,6.52,6.38,6.25,6.24,6.47,93.38,93.53,93.65,93.65,93.43
798,6.51,6.36,6.24,6.23,6.46,93.40,93.54,93.66,93.67,93.43
799,6.49,6.34,6.22,6.22,6.46,93.42,93.56,93.68,93.68,93.44
800,6.47,6.33,6.21,6.21,6.46,93.43,93.58,93.69,93.69,93.44
801,6.46,6.31,6.20,6.20,6.45,93.45,93.59,93.71,93.70,93.45
802,6.44,6.30,6.18,6.19,6.45,93.46,93.61,93.72,93.70,93.45
803,6.43,6.28,6.17,6.19,6.44,93.48,93.63,93.73,93.71,93.45
804,6.41,6.26,6.16,6.18,6.44,93.50,93.64,93.75,93.72,93.46
805,6.39,6.25,6.14,6.17,6.44,93.51,93.66,93.76,93.73,93.46
806,6.38,6.23,6.13,6.16,6.43,93.53,93.67,93.77,93.74,93.46
807,6.36,6.22,6.12,6.15,6.43,93.55,93.69,93.78,93.75,93.47
808,6.34,6.20,6.11,6.14,6.43,93.56,93.70,93.80,93.76,93.47
809,6.33,6.19,6.09,6.14,6.43,93.58,93.72,93.81,93.76,93.47
810,6.31,6.17,6.08,6.13,6.42,93.59,93.73,93.82,93.77,93.47
811,6.30,6.16,6.07,6.12,6.42,93.61,93.75,93.83,93.78,93.48
812,6.28,6.14,6.06,6.12,6.42,93.63,93.76,93.84,93.78,93.48
813,6.27,6.13,6.05,6.11,6.42,93.64,93.78,93.86,93.79,93.48
814,6.25,6.12,6.04,6.10,6.42,93.66,93.79,93.87,93.80,93.48
815,6.23,6.10,6.03,6.10,6.42,93.67,93.81,93.88,93.80,93.48
816,6.22,6.09,6.02,6.09,6.42,93.69,93.82,93.89,93.81,93.48
817,6.20,6.07,6.01,6.09,6.41,93.71,93.83,93.90,93.81,93.49
818,6.19,6.06,6.00,6.08,6.41,93.72,93.85,93.91,93.82,93.49
819,6.17,6.05,5.99,6.08,6.41,93.74,93.86,93.92,93.83,93.49
820,6.16,6.04,5.98,6.07,6.41,93.75,93.87,93.93,93.83,93.49
821,6.14,6.02,5.97,6.07,6.41,93.77,93.88,93.94,93.83,93.49
822,6.13,6.01,5.96,6.07,6.41,93.78,93.90,93.94,93.84,93.49
823,6.12,6.00,5.95,6.06,6.41,93.79,93.91,93.95,93.84,93.49
824,6.10,5.99,5.95,6.06,6.41,93.81,93.92,93.96,93.85,93.49
825,6.09,5.98,5.94,6.05,6.41,93.82,93.93,93.97,93.85,93.49
826,6.07,5.96,5.93,6.05,6.41,93.84,93.94,93.98,93.85,93.49
827,6.06,5.95,5.92,6.05,6.42,93.85,93.96,93.98,93.86,93.49
828,6.05,5.94,5.92,6.05,6.42,93.86,93.97,93.99,93.86,93.49
829,6.03,5.93,5.91,6.04,6.42,93.88,93.98,94.00,93.86,93.49
830,6.02,5.92,5.90,6.04,6.42,93.89,93.99,94.00,93.87,93.48
831,6.01,5.91,5.90,6.04,6.42,93.90,94.00,94.01,93.87,93.48
832,5.99,5.90,5.89,6.04,6.42,93.92,94.01,94.02,93.87,93.48
833,5.98,5.89,5.88,6.03,6.42,93.93,94.02,94.02,93.87,93.48
834,5.97,5.88,5.88,6.03,6.42,93.94,94.03,94.03,93.87,93.48
835,5.96,5.87,5.87,6.03,6.43,93.95,94.04,94.03,93.88,93.48
836,5.95,5.86,5.87,6.03,6.43,93.97,94.05,94.04,93.88,93.48
837,5.93,5.86,5.86,6.03,6.43,93.98,94.05,94.05,93.88,93.48
838,5.92,5.85,5.86,6.03,6.43,93.99,94.06,94.05,93.88,93.47
839,5.91,5.84,5.85,6.03,6.43,94.00,94.07,94.05,93.88,93.47
840,5.90,5.83,5.85,6.03,6.43,94.01,94.08,94.06,93.88,93.47
841,5.89,5.82,5.85,6.03,6.44,94.02,94.09,94.06,93.88,93.47
842,5.88,5.82,5.84,6.03,6.44,94.03,94.10,94.07,93.88,93.47
843,5.87,5.81,5.84,6.02,6.44,94.04,94.10,94.07,93.88,93.46
844,5.86,5.80,5.84,6.02,6.44,94.05,94.11,94.08,93.88,93.46
845,5.85,5.80,5.83,6.02,6.45,94.06,94.12,94.08,93.88,93.46
846,5.84,5.79,5.83,6.03,6.45,94.07,94.12,94.08,93.88,93.46
847,5.83,5.78,5.83,6.03,6.45,94.08,94.13,94.08,93.88,93.46
848,5.82,5.78,5.82,6.03,6.45,94.09,94.14,94.09,93.88,93.45
849,5.81,5.77,5.82,6.03,6.46,94.10,94.14,94.09,93.88,93.45
850,5.80,5.76,5.82,6.03,6.46,94.11,94.15,94.09,93.88,93.45
851,5.80,5.76,5.82,6.03,6.46,94.12,94.15,94.10,93.88,93.45
852,5.79,5.75,5.81,6.03,6.46,94.13,94.16,94.10,93.88,93.44
853,5.78,5.75,5.81,6.03,6.47,94.14,94.16,94.10,93.88,93.44
854,5.77,5.74,5.81,6.03,6.47,94.14,94.17,94.10,93.88,93.44
855,5.76,5.74,5.81,6.03,6.47,94.15,94.17,94.10,93.88,93.44
856,5.76,5.74,5.81,6.03,6.48,94.16,94.18,94.10,93.88,93.43
857,5.75,5.73,5.81,6.03,6.48,94.17,94.18,94.11,93.88,93.43
858,5.74,5.73,5.81,6.04,6.48,94.17,94.19,94.11,93.88,93.43
859,5.74,5.72,5.81,6.04,6.48,94.18,94.19,94.11,93.87,93.43
860,5.73,5.72,5.80,6.04,6.49,94.19,94.20,94.11,93.87,93.42
861,5.72,5.72,5.80,6.04,6.49,94.19,94.20,94.11,93.87,93.42
862,5.72,5.71,5.80,6.04,6.49,94.20,94.20,94.11,93.87,93.42
863,5.71,5.71,5.80,6.04,6.50,94.20,94.21,94.11,93.87,93.41
864,5.71,5.71,5.80,6.05,6.50,94.21,94.21,94.11,93.87,93.41
865,5.70,5.70,5.80,6.05,6.50,94.22,94.21,94.11,93.86,93.41
866,5.70,5.70,5.80,6.05,6.50,94.22,94.21,94.11,93.86,93.41
867,5.69,5.70,5.80,6.05,6.51,94.23,94.22,94.11,93.86,93.40
868,5.69,5.70,5.80,6.05,6.51,94.23,94.22,94.11,93.86,93.40
869,5.68,5.70,5.80,6.06,6.51,94.24,94.22,94.11,93.86,93.40
870,5.68,5.69,5.80,6.06,6.52,94.24,94.22,94.11,93.85,93.39
871,5.67,5.69,5.80,6.06,6.52,94.24,94.23,94.11,93.85,93.39
872,5.67,5.69,5.81,6.06,6.52,94.25,94.23,94.11,93.85,93.39
873,5.67,5.69,5.81,6.07,6.53,94.25,94.23,94.11,93.85,93.39
874,5.66,5.69,5.81,6.07,6.53,94.26,94.23,94.11,93.85,93.38
875,5.66,5.69,5.81,6.07,6.53,94.26,94.23,94.11,93.84,93.38
876,5.65,5.68,5.81,6.07,6.53,94.26,94.23,94.11,93.84,93.38
877,5.65,5.68,5.81,6.08,6.54,94.27,94.23,94.11,93.84,93.37
878,5.65,5.68,5.81,6.08,6.54,94.27,94.23,94.11,93.84,93.37
879,5.65,5.68,5.81,6.08,6.54,94.27,94.24,94.10,93.83,93.37
880,5.64,5.68,5.81,6.08,6.55,94.28,94.24,94.10,93.83,93.37
881,5.64,5.68,5.81,6.09,6.55,94.28,94.24,94.10,93.83,93.36
882,5.64,5.68,5.82,6.09,6.55,94.28,94.24,94.10,93.83,93.36
883,5.64,5.68,5.82,6.09,6.56,94.28,94.24,94.10,93.83,93.36
884,5.63,5.68,5.82,6.09,6.56,94.29,94.24,94.10,93.82,93.36
885,5.63,5.68,5.82,6.10,6.56,94.29,94.24,94.10,93.82,93.35
886,5.63,5.68,5.82,6.10,6.56,94.29,94.24,94.09,93.82,93.35
887,5.63,5.68,5.82,6.10,6.57,94.29,94.24,94.09,93.82,93.35
888,5.63,5.68,5.83,6.10,6.57,94.29,94.24,94.09,93.81,93.34
889,5.63,5.68,5.83,6.11,6.57,94.30,94.24,94.09,93.81,93.34
890,5.62,5.68,5.83,6.11,6.58,94.30,94.24,94.09,93.81,93.34
891,5.62,5.68,5.83,6.11,6.58,94.30,94.24,94.09,93.80,93.34
892,5.62,5.68,5.83,6.11,6.58,94.30,94.24,94.08,93.80,93.33
893,5.62,5.68,5.84,6.12,6.58,94.30,94.24,94.08,93.80,93.33
894,5.62,5.69,5.84,6.12,6.59,94.30,94.24,94.08,93.80,93.33
895,5.62,5.69,5.84,6.12,6.59,94.30,94.23,94.08,93.79,93.33
896,5.62,5.69,5.84,6.13,6.59,94.30,94.23,94.08,93.79,93.32
897,5.62,5.69,5.84,6.13,6.59,94.30,94.23,94.07,93.79,93.32
898,5.62,5.69,5.85,6.13,6.60,94.30,94.23,94.07,93.79,93.32
899,5.62,5.69,5.85,6.13,6.60,94.30,94.23,94.07,93.78,93.32
900,5.62,5.69,5.85,6.14,6.60,94.30,94.23,94.07,93.78,93.31
901,5.62,5.69,5.85,6.14,6.61,94.30,94.23,94.07,93.78,93.31
902,5.62,5.70,5.86,6.14,6.61,94.30,94.23,94.06,93.78,93.31
903,5.62,5.70,5.86,6.14,6.61,94.30,94.23,94.06,93.77,93.31
904,5.62,5.70,5.86,6.15,6.61,94.30,94.22,94.06,93.77,93.30
905,5.62,5.70,5.86,6.15,6.62,94.30,94.22,94.06,93.77,93.30
906,5.62,5.70,5.87,6.15,6.62,94.30,94.22,94.05,93.77,93.30
907,5.62,5.70,5.87,6.16,6.62,94.30,94.22,94.05,93.76,93.30
908,5.62,5.71,5.87,6.16,6.62,94.30,94.22,94.05,93.76,93.29
909,5.62,5.71,5.87,6.16,6.63,94.30,94.22,94.05,93.76,93.29
910,5.63,5.71,5.88,6.16,6.63,94.30,94.21,94.05,93.76,93.29
911,5.63,5.71,5.88,6.17,6.63,94.30,94.21,94.04,93.75,93.29
912,5.63,5.71,5.88,6.17,6.63,94.30,94.21,94.04,93.75,93.29
913,5.63,5.72,5.88,6.17,6.64,94.30,94.21,94.04,93.75,93.28
914,5.63,5.72,5.89,6.17,6.64,94.30,94.21,94.04,93.75,93.28
915,5.63,5.72,5.89,6.18,6.64,94.29,94.20,94.03,93.74,93.28
916,5.63,5.72,5.89,6.18,6.64,94.29,94.20,94.03,93.74,93.28
917,5.63,5.72,5.89,6.18,6.65,94.29,94.20,94.03,93.74,93.27
918,5.63,5.73,5.90,6.19,6.65,94.29,94.20,94.03,93.74,93.27
919,5.64,5.73,5.90,6.19,6.65,94.29,94.20,94.02,93.73,93.27
920,5.64,5.73,5.90,6.19,6.65,94.29,94.20,94.02,93.73,93.27
921,5.64,5.73,5.90,6.19,6.65,94.29,94.19,94.02,93.73,93.27
922,5.64,5.73,5.91,6.20,6.66,94.29,94.19,94.02,93.73,93.26
923,5.64,5.74,5.91,6.20,6.66,94.28,94.19,94.01,93.72,93.26
924,5.64,5.74,5.91,6.20,6.66,94.28,94.19,94.01,93.72,93.26
925,5.65,5.74,5.91,6.20,6.66,94.28,94.18,94.01,93.72,93.26
926,5.65,5.74,5.92,6.21,6.67,94.28,94.18,94.01,93.72,93.25
927,5.65,5.75,5.92,6.21,6.67,94.28,94.18,94.01,93.71,93.25
928,5.65,5.75,5.92,6.21,6.67,94.28,94.18,94.00,93.71,93.25
929,5.65,5.75,5.92,6.21,6.67,94.28,94.18,94.00,93.71,93.25
930,5.65,5.75,5.93,6.22,6.68,94.27,94.17,94.00,93.71,93.25
931,5.66,5.75,5.93,6.22,6.68,94.27,94.17,94.00,93.71,93.24
932,5.66,5.76,5.93,6.22,6.68,94.27,94.17,93.99,93.70,93.24
933,5.66,5.76,5.93,6.22,6.68,94.27,94.17,93.99,93.70,93.24
934,5.66,5.76,5.94,6.23,6.68,94.27,94.17,93.99,93.70,93.24
935,5.66,5.76,5.94,6.23,6.69,94.27,94.16,93.99,93.70,93.24
936,5.67,5.77,5.94,6.23,6.69,94.26,94.16,93.98,93.69,93.23
937,5.67,5.77,5.94,6.23,6.69,94.26,94.16,93.98,93.69,93.23
938,5.67,5.77,5.95,6.24,6.69,94.26,94.16,93.98,93.69,93.23
939,5.67,5.77,5.95,6.24,6.70,94.26,94.15,93.98,93.69,93.23
940,5.67,5.78,5.95,6.24,6.70,94.26,94.15,93.97,93.68,93.23
941,5.68,5.78,5.95,6.24,6.70,94.25,94.15,93.97,93.68,93.22
942,5.68,5.78,5.96,6.25,6.70,94.25,94.15,93.97,93.68,93.22
943,5.68,5.78,5.96,6.25,6.70,94.25,94.15,93.97,93.68,93.22
944,5.68,5.79,5.96,6.25,6.71,94.25,94.14,93.96,93.68,93.22
945,5.68,5.79,5.96,6.25,6.71,94.25,94.14,93.96,93.67,93.22
946,5.69,5.79,5.97,6.26,6.71,94.24,94.14,93.96,93.67,93.21
947,5.69,5.79,5.97,6.26,6.71,94.24,94.14,93.96,93.67,93.21
948,5.69,5.79,5.97,6.26,6.72,94.24,94.13,93.96,93.67,93.21
949,5.69,5.80,5.97,6.26,6.72,94.24,94.13,93.95,93.66,93.21
950,5.69,5.80,5.98,6.26,6.72,94.24,94.13,93.95,93.66,93.21
951,5.70,5.80,5.98,6.27,6.72,94.23,94.13,93.95,93.66,93.20
952,5.70,5.80,5.98,6.27,6.72,94.23,94.13,93.95,93.66,93.20
953,5.70,5.81,5.98,6.27,6.73,94.23,94.12,93.94,93.66,93.20
954,5.70,5.81,5.99,6.27,6.73,94.23,94.12,93.94,93.65,93.20
955,5.71,5.81,5.99,6.28,6.73,94.23,94.12,93.94,93.65,93.20
956,5.71,5.81,5.99,6.28,6.73,94.22,94.12,93.94,93.65,93.19
957,5.71,5.82,5.99,6.28,6.73,94.22,94.11,93.93,93.65,93.19
958,5.71,5.82,6.00,6.28,6.74,94.22,94.11,93.93,93.64,93.19
959,5.71,5.82,6.00,6.29,6.74,94.22,94.11,93.93,93.64,93.19
960,5.72,5.82,6.00,6.29,6.74,94.22,94.11,93.93,93.64,93.19
961,5.72,5.83,6.00,6.29,6.74,94.21,94.11,93.93,93.64,93.18
962,5.72,5.83,6.01,6.29,6.74,94.21,94.10,93.92,93.64,93.18
963,5.72,5.83,6.01,6.30,6.75,94.21,94.10,93.92,93.63,93.18
964,5.73,5.83,6.01,6.30,6.75,94.21,94.10,93.92,93.63,93.18
965,5.73,5.84,6.01,6.30,6.75,94.21,94.10,93.92,93.63,93.18
966,5.73,5.84,6.02,6.30,6.75,94.20,94.09,93.91,93.63,93.18
967,5.73,5.84,6.02,6.30,6.75,94.20,94.09,93.91,93.62,93.17
968,5.73,5.84,6.02,6.31,6.76,94.20,94.09,93.91,93.62,93.17
969,5.74,5.85,6.02,6.31,6.76,94.20,94.09,93.91,93.62,93.17
970,5.74,5.85,6.03,6.31,6.76,94.19,94.08,93.90,93.62,93.17
971,5.74,5.85,6.03,6.31,6.76,94.19,94.08,93.90,93.62,93.17
972,5.74,5.85,6.03,6.32,6.76,94.19,94.08,93.90,93.61,93.17
973,5.75,5.86,6.03,6.32,6.76,94.19,94.08,93.90,93.61,93.16
974,5.75,5.86,6.04,6.32,6.77,94.19,94.08,93.90,93.61,93.16
975,5.75,5.86,6.04,6.32,6.77,94.18,94.07,93.89,93.61,93.16
976,5.75,5.86,6.04,6.32,6.77,94.18,94.07,93.89,93.61,93.16
977,5.76,5.87,6.04,6.33,6.77,94.18,94.07,93.89,93.60,93.16
978,5.76,5.87,6.05,6.33,6.77,94.18,94.07,93.89,93.60,93.16
979,5.76,5.87,6.05,6.33,6.78,94.17,94.06,93.88,93.60,93.15
980,5.76,5.87,6.05,6.33,6.78,94.17,94.06,93.88,93.60,93.15
981,5.77,5.88,6.05,6.34,6.78,94.17,94.06,93.88,93.60,93.15
982,5.77,5.88,6.06,6.34,6.78,94.17,94.06,93.88,93.59,93.15
983,5.77,5.88,6.06,6.34,6.78,94.16,94.05,93.87,93.59,93.15
984,5.77,5.88,6.06,6.34,6.78,94.16,94.05,93.87,93.59,93.15
985,5.78,5.89,6.06,6.34,6.79,94.16,94.05,93.87,93.59,93.14
986,5.78,5.89,6.07,6.35,6.79,94.16,94.05,93.87,93.59,93.14
987,5.78,5.89,6.07,6.35,6.79,94.16,94.04,93.87,93.58,93.14
988,5.78,5.89,6.07,6.35,6.79,94.15,94.04,93.86,93.58,93.14
989,5.79,5.90,6.07,6.35,6.79,94.15,94.04,93.86,93.58,93.14
990,5.79,5.90,6.08,6.36,6.79,94.15,94.04,93.86,93.58,93.14
991,5.79,5.90,6.08,6.36,6.80,94.15,94.03,93.86,93.58,93.14
992,5.79,5.90,6.08,6.36,6.80,94.14,94.03,93.85,93.57,93.13
993,5.79,5.91,6.08,6.36,6.80,94.14,94.03,93.85,93.57,93.13
994,5.80,5.91,6.09,6.36,6.80,94.14,94.03,93.85,93.57,93.13
995,5.80,5.91,6.09,6.37,6.80,94.14,94.03,93.85,93.57,93.13
996,5.80,5.91,6.09,6.37,6.80,94.13,94.02,93.84,93.57,93.13
997,5.81,5.92,6.09,6.37,6.80,94.13,94.02,93.84,93.56,93.13
998,5.81,5.92,6.09,6.37,6.81,94.13,94.02,93.84,93.56,93.13
999,5.81,5.92,6.10,6.37,6.81,94.13,94.02,93.84,93.56,93.13
1000,5.81,5.92,6.10,6.38,6.81,94.12,94.01,93.84,93.56,93.12
